Movie,ReleaseYear,Director,Duration,Budget,Gross,UserReviews,CriticReviews,IMDBVotes,IMDBScore,InflationTo2016,BudgetInf,GrossInf
Money Train,1995,Joseph Ruben,105,68000000,35324232,62,40,32224,5.6,1.57,106760000,55459044.24
Mortal Kombat,1995,Paul W.S. Anderson,101,18000000,70360285,283,72,81783,5.8,1.57,28260000,110465647.5
Mr. Holland's Opus,1995,Stephen Herek,143,6500000,82528097,154,42,30230,7.3,1.57,10205000,129569112.3
Nixon,1995,Oliver Stone,212,50000000,13560960,161,83,23996,7.1,1.57,78500000,21290707.2
Outbreak,1995,Wolfgang Petersen,127,50000000,67823573,130,64,91176,6.6,1.57,78500000,106483009.6
Pocahontas,1995,Mike Gabriel,84,55000000,141600000,216,92,119675,6.6,1.57,86350000,222312000
Rob Roy,1995,Michael Caton-Jones,139,28000000,31600000,126,44,34427,6.9,1.57,43960000,49612000
Se7en,1995,David Fincher,127,33000000,100125340,1080,216,1023511,8.6,1.57,51810000,157196783.8
Sense and Sensibility,1995,Ang Lee,136,16500000,42700000,196,69,78392,7.7,1.57,25905000,67039000
Species,1995,Roger Donaldson,108,35000000,60054449,140,97,61018,5.8,1.57,54950000,94285484.93
Tales from the Crypt: Demon Knight,1995,Ernest R. Dickerson,92,13000000,21088568,104,66,16646,6.7,1.57,20410000,33109051.76
Tales from the Hood,1995,Rusty Cundieff,98,6000000,11797927,52,25,4582,6.1,1.57,9420000,18522745.39
Tank Girl,1995,Rachel Talalay,104,25000000,4064333,173,60,24790,5.2,1.57,39250000,6381002.81
The American President,1995,Rob Reiner,114,62000000,65000000,214,75,43027,6.8,1.57,97340000,102050000
The Bridges of Madison County,1995,Clint Eastwood,135,35000000,70960517,192,69,54631,7.5,1.57,54950000,111408011.7
The Brothers McMullen,1995,Edward Burns,98,25000,10246600,36,36,6375,6.6,1.57,39250,16087162
The Incredibly True Adventure of Two Girls in Love,1995,Maria Maggenti,94,250000,1977544,36,23,3513,6.5,1.57,392500,3104744.08
The Indian in the Cupboard,1995,Frank Oz,96,45000000,35617599,47,25,20688,5.9,1.57,70650000,55919630.43
The Net,1995,Irwin Winkler,114,22000000,50728000,166,53,48909,5.8,1.57,34540000,79642960
The Perez Family,1995,Mira Nair,113,11000000,2832826,19,15,1761,6.2,1.57,17270000,4447536.82
The Prophecy,1995,Gregory Widen,98,8000000,16115878,194,56,24438,6.6,1.57,12560000,25301928.46
The Scarlet Letter,1995,Roland Joffé,135,50000000,10400000,90,34,12037,5.1,1.57,78500000,16328000
The Usual Suspects,1995,Bryan Singer,106,6000000,23272306,1182,162,740918,8.6,1.57,9420000,36537520.42
Things to Do in Denver When You're Dead,1995,Gary Fleder,115,7000000,529766,144,52,22345,6.8,1.57,10990000,831732.62
To Die For,1995,Gus Van Sant,106,20000000,21200000,162,59,34774,6.8,1.57,31400000,33284000
Toy Story,1995,John Lasseter,74,30000000,191796233,391,166,623757,8.3,1.57,47100000,301120085.8
Under Siege 2: Dark Territory,1995,Geoff Murphy,92,60000000,50024083,126,47,35918,5.4,1.57,94200000,78537810.31
Vampire in Brooklyn,1995,Wes Craven,100,20000000,19900000,53,34,17262,4.5,1.57,31400000,31243000
Virtuosity,1995,Brett Leonard,106,30000000,24048000,88,44,23579,5.5,1.57,47100000,37755360
Waterworld,1995,Kevin Reynolds,176,175000000,88246220,309,91,144337,6.1,1.57,274750000,138546565.4
Welcome to the Dollhouse,1995,Todd Solondz,88,800000,4771000,174,74,26513,7.5,1.57,1256000,7490470
A Thin Line Between Love and Hate,1996,Martin Lawrence,108,8000000,34746109,14,11,3122,5.6,1.53,12240000,53161546.77
A Time to Kill,1996,Joel Schumacher,149,40000000,108706165,236,71,99558,7.4,1.53,61200000,166320432.5
Albino Alligator,1996,Kevin Spacey,97,5000000,326308,69,37,6632,6.1,1.53,7650000,499251.24
Basquiat,1996,Julian Schnabel,108,3300000,2961991,78,42,15885,6.9,1.53,5049000,4531846.23
Beavis and Butt-Head Do America,1996,Mike Judge,81,12000000,63071133,154,63,42892,6.8,1.53,18360000,96498833.49
Blood and Wine,1996,Bob Rafelson,101,22000000,1075288,55,42,7772,6.1,1.53,33660000,1645190.64
Bogus,1996,Norman Jewison,110,30000000,4357000,30,15,5176,5.3,1.53,45900000,6666210
Bottle Rocket,1996,Wes Anderson,91,7000000,1040879,184,83,54478,7.1,1.53,10710000,1592544.87
Bound,1996,Lana Wachowski,109,4500000,3798532,208,120,41138,7.4,1.53,6885000,5811753.96
Broken Arrow,1996,John Woo,108,50000000,70450000,189,72,77390,6,1.53,76500000,107788500
Chain Reaction,1996,Andrew Davis,107,50000000,20550712,95,47,40346,5.6,1.53,76500000,31442589.36
City Hall,1996,Harold Becker,111,40000000,20300000,60,50,16741,6.2,1.53,61200000,31059000
Courage Under Fire,1996,Edward Zwick,116,46000000,58918501,107,65,40126,6.6,1.53,70380000,90145306.53
Daylight,1996,Rob Cohen,114,80000000,32885565,101,61,53132,5.8,1.53,122400000,50314914.45
DragonHeart,1996,Rob Cohen,103,57000000,51317350,139,60,78343,6.4,1.53,87210000,78515545.5
Eraser,1996,Chuck Russell,115,100000000,101228120,131,81,84424,6.1,1.53,153000000,154879023.6
Escape from L.A.,1996,John Carpenter,101,50000000,25407250,227,104,54021,5.7,1.53,76500000,38873092.5
Everyone Says I Love You,1996,Woody Allen,101,20000000,9714482,140,69,30083,6.8,1.53,30600000,14863157.46
Evita,1996,Alan Parker,135,55000000,49994804,194,76,29205,6.3,1.53,84150000,76492050.12
Executive Decision,1996,Stuart Baird,133,55000000,68750000,144,60,40858,6.4,1.53,84150000,105187500
Extreme Measures,1996,Michael Apted,118,38000000,17305211,75,47,14066,6.1,1.53,58140000,26476972.83
Eye for an Eye,1996,John Schlesinger,101,20000000,53146000,77,31,9845,6.1,1.53,30600000,81313380
Faithful,1996,Paul Mazursky,91,13000000,2104000,19,21,1595,5.9,1.53,19890000,3219120
Fled,1996,Kevin Hooks,105,25000000,17100000,29,36,7073,5.3,1.53,38250000,26163000
Flipper,1996,Alan Shapiro,95,25530000,20047715,26,23,8008,5.2,1.53,39060900,30673003.95
Flirting with Disaster,1996,David O. Russell,92,7000000,14891000,105,50,15088,6.8,1.53,10710000,22783230
From Dusk Till Dawn,1996,Robert Rodriguez,108,19000000,25753840,592,165,219091,7.3,1.53,29070000,39403375.2
Get on the Bus,1996,Spike Lee,120,2400000,5731103,35,28,4100,6.8,1.53,3672000,8768587.59
Ghosts of Mississippi,1996,Rob Reiner,130,36000000,13052741,57,31,8531,6.7,1.53,55080000,19970693.73
Girl 6,1996,Spike Lee,108,12000000,4903000,33,30,4961,5,1.53,18360000,7501590
Happy Gilmore,1996,Dennis Dugan,92,12000000,38624000,289,77,156143,7,1.53,18360000,59094720
Harriet the Spy,1996,Bronwen Hughes,100,13000000,26539321,42,25,7984,5.9,1.53,19890000,40605161.13
Independence Day,1996,Roland Emmerich,154,75000000,306124059,856,185,430055,6.9,1.53,114750000,468369810.3
Jerry Maguire,1996,Cameron Crowe,139,50000000,153620822,318,109,189923,7.3,1.53,76500000,235039857.7
Jingle All the Way,1996,Brian Levant,94,60000000,60573641,162,81,68406,5.4,1.53,91800000,92677670.73
Kama Sutra: A Tale of Love,1996,Mira Nair,109,3000000,4109095,92,33,8239,6,1.53,4590000,6286915.35
Kingpin,1996,Bobby Farrelly,117,27000000,24944213,185,62,63459,6.9,1.53,41310000,38164645.89
Lone Star,1996,John Sayles,135,5000000,13269963,173,68,23202,7.6,1.53,7650000,20303043.39
Mars Attacks!,1996,Tim Burton,106,70000000,37754208,405,132,172217,6.3,1.53,107100000,57763938.24
Marvin's Room,1996,Jerry Zaks,98,23000000,12782508,71,45,20163,6.7,1.53,35190000,19557237.24
Mary Reilly,1996,Stephen Frears,108,47000000,5600000,97,46,11913,5.8,1.53,71910000,8568000
Maximum Risk,1996,Ringo Lam,101,25000000,14095303,68,50,15814,5.4,1.53,38250000,21565813.59
Mission: Impossible,1996,Brian De Palma,110,80000000,180965237,378,154,300542,7.1,1.53,122400000,276876812.6
Mrs. Winterbourne,1996,Richard Benjamin,105,25000000,10070000,50,20,5668,6.2,1.53,38250000,15407100
Multiplicity,1996,Harold Ramis,117,45000000,20101861,81,43,24757,6,1.53,68850000,30755847.33
My Fellow Americans,1996,Peter Segal,101,21500000,22294341,71,27,12278,6.5,1.53,32895000,34110341.73
Phenomenon,1996,Jon Turteltaub,123,32000000,104632573,118,53,63839,6.4,1.53,48960000,160087836.7
Ransom,1996,Ron Howard,139,80000000,136448821,158,79,98989,6.6,1.53,122400000,208766696.1
Romeo + Juliet,1996,Baz Luhrmann,120,14500000,46338728,506,106,167750,6.8,1.53,22185000,70898253.84
Scream,1996,Wes Craven,103,15000000,103001286,869,242,222018,7.2,1.53,22950000,157591967.6
Set It Off,1996,F. Gary Gray,123,9000000,36049108,70,29,10139,6.8,1.53,13770000,55155135.24
Sgt. Bilko,1996,Jonathan Lynn,93,39000000,30400000,73,23,17810,5.7,1.53,59670000,46512000
She's the One,1996,Edward Burns,96,3500000,9449219,98,43,13949,6.1,1.53,5355000,14457305.07
Sleepers,1996,Barry Levinson,147,44000000,53300852,259,73,154487,7.5,1.53,67320000,81550303.56
Sling Blade,1996,Billy Bob Thornton,148,890000,24475416,309,104,72443,8,1.53,1361700,37447386.48
